Business Name,Establishment District,Business Activity,Phone Number,Email Address
RUTONGO MINES LTD,RULINDO,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788305193,sadijillani@gmail.com
NEW BUGARAMA MINING COMPANY Ltd,NYARUGENGE,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788300926,kavajulien@yahoo.fr
H&B MINING COMPANY LTD,NYARUGENGE,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788304719,yombiwilondja19@gmail.com
HABATU MINING COMPANY LTD,NYARUGENGE,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788307349,habatumining@gmail.com
NGIRU MINING LTD,RULINDO,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,785090142,ngirumining@yahoo.fr
G&H MINING COMPANY Ltd,RULINDO,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,783224855,gakwisi2013@gmail.com
PIRAN RWANDA Ltd,NYARUGENGE,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788307422,tristan.minyati@piran-resources.com
TANTALIUM MINERALS TRADING (T.M.T) LTD,KICUKIRO,Mining and quarrying of various minerals and materials: abrasive materials  asbestos  siliceous fossil meals  natural graphite  steatite (talc) feldspar etc. and natural asphalt  asphaltites and asphaltic rock; natural solid bitumen and gemstones  quartz  mica etc,788590252,tmt_ltd@yahoo.com
CFAO MOTORS RWANDA Ltd,NYARUGENGE,Mining Of Chemical And Fertilizer Minerals,788309596,info@cedararklaw.com
SMART SECURITY LTD,GASABO,Monitoring Or Remote Monitoring Of Electronic Security Alarm Systems  Such As Burglar And Fire Alarms  Including Their Maintenance,731000020,james@smart-security.co
MAYFAIR INSURANCE COMPANY RWANDA Ltd,NYARUGENGE,Non Life Insurance,788302124,info@mayfair.co.rw
MAGASIN UMUCYO Ltd,KICUKIRO,Non-specialized wholesale trade,788559644,sadoubri@yahoo.fr
TRUST ENGINEERING SOLUTIONS Ltd,GASABO,Operating  Maintaining Or Providing Access To Facilities For The Transmission Of Voice  Data  Text  Sound And Video Using A Satellite Telecommunications Infrustructure,788308408,venustet@gmail.com
GENESIS COMMUNICATIONS Ltd,NYARUGENGE,Operating  Maintaining Or Providing Access To Facilities For The Transmission Of Voice  Data  Text  Sound And Video Using A Wired Telecommunucations Infrustructure,6772200135,cityradio.rw@gmail.com
ISANGO STAR LTD,NYARUGENGE,Operating  Maintaining Or Providing Access To Facilities For The Transmission Of Voice  Data  Text  Sound And Video Using A Wired Telecommunucations Infrustructure,788500200,laetitiamugabo@gmail.com
NATION HOLDINGS(RWANDA)LTD,GASABO,Operating  Maintaining Or Providing Access To Facilities For The Transmission Of Voice  Data  Text  Sound And Video Using A Wired Telecommunucations Infrustructure,785659552,bkobusingye@rw.nationmedia.com
RWANDA STOCK EXCHANGE Ltd,NYARUGENGE,Operation And Supervision Of Financial Markets Other Than By Public Authorities such as: commodity contracts exchanges  futures commodity contracts exchanges  securities exchanges  Stock Exchanges and stock or commodity options exchanges.,788516021,info@rse.rw
SAFINTRA RWANDA LIMITED,GASABO,Operation Of Blast Furnaces  Steel Converters  Rolling And Finishing Mills,788302989,sales.safintrarwanda@safalgroup.com
"SOCIETE INDUSTRIELLE DE MATERIAUX DE CONSTRUCTION ""SIMACO""  Ltd",NYARUGENGE,Operation Of Blast Furnaces  Steel Converters  Rolling And Finishing Mills,788301285,simaco20000@yahoo.fr
RWANDA SPECIAL MATERIALS LTD,GASABO,Operation Of Blast Furnaces  Steel Converters  Rolling And Finishing Mills,788308733,hhope5050@gmail.com
CASINO GAMES RWANDA LTD,GASABO,Operation Of Casinos  Including ¿Floating Casinos¿,782589871,casinokigali@gmail.com
"POWER TRANSMISSION & DISTRIBUTION IBAMBA ""PITRAD IBAMBA"" LTD",KICUKIRO,Operation of distribution systems (i.e. consisting of lines  poles  meters  and wiring) that convey electric power received from the generation facility or the transmission system to the final consumer,783027125,smargaux6@yahoo.fr
KALPATARU POWER TRANSMISSION LIMITED,GASABO,Operation of distribution systems (i.e. consisting of lines  poles  meters  and wiring) that convey electric power received from the generation facility or the transmission system to the final consumer,786850033,kptl.rwanda@gmail.com
CHINT ELECTRIC CO. (RWANDA) LTD,GASABO,Operation of distribution systems (i.e. consisting of lines  poles  meters  and wiring) that convey electric power received from the generation facility or the transmission system to the final consumer,788506712,umucyobusiness@yahoo.fr
KIVU WATT Ltd,NYARUGENGE,Operation of generation facilities that produce electric energy  including thermal nuclear  hydroelectric  gas turbine  diesel and renewable,782841857,benita.uruhisho@trustchambers.com
GIGAWATT GLOBAL RWANDA Ltd,RWAMAGANA,Operation of generation facilities that produce electric energy  including thermal nuclear  hydroelectric  gas turbine  diesel and renewable,788310149,graham.hodges@scatecsolar.com
ENGIE MOBISOL RWANDA Limited,GASABO,Operation of generation facilities that produce electric energy  including thermal nuclear  hydroelectric  gas turbine  diesel and renewable,739732738,info@mobisol.rw
PRIME ENERGY Ltd,KICUKIRO,Operation of generation facilities that produce electric energy  including thermal nuclear  hydroelectric  gas turbine  diesel and renewable,788484802,sandyr@primenrgy.ch
CIRCUIT POWER LTD,GASABO,Operation of generation facilities that produce electric energy  including thermal nuclear  hydroelectric  gas turbine  diesel and renewable,782138547,info.rwanda@circuitpowerltd.net
KIGALI BUTCHERY LTD,GASABO,Operation Of Slaughterhouses Engaged In Killing  Dressing Or Packing Meat: Beef  Pork  Poultry  Lamb  Rabbit  Mutton  Camel  Etc.,788300707,mutangana_oliver@yahoo.com
NYARUTARAMA SPORTS TRUST CLUB Ltd,GASABO,Operation Of Sports Clubs:Bowling Clubs Football Clubs Swimming Clubs Etc¿),788775559,info.nsportsclub@gmail.com
NGALI ENERGY  LTD,GASABO,Operation of transmission systems that convey the electricity from the generation facility to the distribution system,788791196,
ENERGY DEVELOPMENT CORPORATION ( EDCL) Ltd,NYARUGENGE,Operation of transmission systems that convey the electricity from the generation facility to the distribution system,787172265,info@edcl.reg.rw
AKAGERA GLOBAL SERVICES (AGS) Ltd,GASABO,Operation of transmission systems that convey the electricity from the generation facility to the distribution system,783012486,akageraglobal@yahoo.com
BBOXX CAPITAL RWANDA Ltd,GASABO,Operation of transmission systems that convey the electricity from the generation facility to the distribution system,788317702,j.mucyo@bboxx.co.uk
IREMBO Ltd,GASABO,Operation Of Web Sites That Use A Search Engine To Generate And Maintain Extensive Databases Of Internet Addresses And Content In An Easily Searchable Format,782003600,info@rwandaonline.rw
TREASURES COMPANY LTD (TCL-MEDIA),GASABO,Organization  Promotion And/Or Management Of Events  Such As Business And Trade Shows  Conventions  Conferences And Meetings  Whether Or Not Including The Management And Provision Of The Staff To Operate The Facilities In Which These Events Take Place,788322335,celestin.m@theeventsfactory.biz
PARK INN KIGALI BY RADISSON Ltd,NYARUGENGE,Other Accommodation,788300080,visionhotel@gmail.com
SAGER / GANZA MICROFINANCE PLC ,NYARUGENGE,Other financial service activities primarily concerned with distributing funds other than by making loans: factoring activities  writing of swaps  options and other hedging arrangements  activities of viatical settlement companies,788479996,sagerganza@yahoo.com
BANK OF KIGALI PLC ,NYARUGENGE,Other Monetary Intermediation,788143000,pnsengimana@bk.rw
WORLD UNITED SERVICES FOREX  BUREAU Ltd,NYARUGENGE,Other Monetary Intermediation,788758738,worldunitedservices@yahoo.fr
KIVU FOREX BUREAU Ltd,NYARUGENGE,Other Monetary Intermediation,788501839,kivuf@yahoo.fr
QUICK TAXI SERVICES Ltd,NYARUGENGE,Other Passenger Land Transport,788615192,sage20202013@yahoo.com
CAPITAL Ltd,NYARUGENGE,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788300271,
VOLCANO Ltd,KICUKIRO,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788303924,maitremman@gmail.com
TRINITY TRANSPOTERS AND DISTRIBUTORS COMPANY Ltd,GASABO,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788301312,trinityexpressrw@gmail.com
HORIZON EXPRESS LTD,NYARUGENGE,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788303223,gbihira@yahoo.com
EXCEL TRAVEL & TOURS AGENCY LTD,NYARUGENGE,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788626752,special.net@gmail.com
VIRUNGA EXPRESS Ltd,NYARUGENGE,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788300684,virungamdirector@gmail.com
RUHIRE EXPRESS LTD,NYARUGENGE,Other Passenger Road Transport (Long Distance Bus Services  Chartered Coach Services  Taxi Operation  Airport Shuttles),788550865,ruhire.express2010@yahoo.com
INTERHOUSE Ltd,GASABO,Other retail sale in non-specialized stores,788504298,interhouseltd@yahoo.com
MURENZI SUPPLY COMPANY Ltd,KICUKIRO,Other specialized construction activities,788863080,murenzisupplycompany@yahoo.fr
EAST AFRICA EXCHANGE  LIMITED,NYARUGENGE,Other Support Activities Typically Provided To Businesses Not Elsewhere Classified,786591545,
KIGALI BUSINESS SERVICES LTD,GASABO,Other Support Activities Typically Provided To Businesses Not Elsewhere Classified,788503674,kbsrw@yahoo.fr
TRUSTCO RWANDA Ltd,NYARUGENGE,Other Support Activities Typically Provided To Businesses Not Elsewhere Classified,788319444,trustcorwanda2001@yahoo.com
KIGALI GLOBAL SUPPLIERS & CONTRACTORS Ltd,KICUKIRO,Other Support Activities Typically Provided To Businesses Not Elsewhere Classified,788304969,frankmanzi72@yahoo.com
ISON BPO RWANDA Ltd,GASABO,Other Telecommunications Activities,788312350,jeanbosco.manirahari@isonbpo.com
ALEX STEWART INTERNATIONAL (RWANDA) Ltd,KICUKIRO,Performance Of Physical  Chemical And Other Analytical Testing Of All Types Of Materials And Products,788308077,alexstewartintrwanaasir@yahoo.com
PIVOT ACCESS Ltd,GASABO,Planning And Designing Of Computer Systems That Integrate Computer Hardware  Software  And Communication Technologies,788302922,k.maurice@pivotaccess.com
MUSHUBI TEA COMPANY (MTC) Limited,NYAMAGABE,Postharvest Crop Activities,788308112,migltd2004@yahoo.fr
GPO PARTNERS RWANDA Ltd,GASABO,Preparation Or Auditing Of Financial Accounts,788413218,gporw@gpopartners.com
ERNST & YOUNG RWANDA  LIMITED,NYARUGENGE,Preparation Or Auditing Of Financial Accounts,788309977,info@rw.ey.com
KPMG RWANDA Ltd,NYARUGENGE,Preparation Or Auditing Of Financial Accounts,788302272,jndunyu@kpmg.com
PRICEWATERHOUSECOOPERS RWANDA Limited,GASABO,Preparation Or Auditing Of Financial Accounts,252588203,moses.o.nyabanda@pwc.com
PATH TO SUCCESS INT. SCHOOLS LIMITED,NYARUGENGE,Primary Education,788476793,pimaner@yahoo.fr
PRINTER SET Ltd,NYARUGENGE,Printing Directly Onto Textiles  Plastic  Glass  Metal  Wood And Ceramics (Except Silkscreen Printing On Textiles And Wearing Apparel),788308085,issange.rw@gmail.com
GREAT LAKES COMMUNICATIONS AND MEDIA CENTRE LTD,KICUKIRO,Printing Directly Onto Textiles  Plastic  Glass  Metal  Wood And Ceramics (Except Silkscreen Printing On Textiles And Wearing Apparel),781462334,grace.kwizera@gmail.com
NORD SUD INDUSTRIES (NSI) LTD,GASABO,Printing Of Newspapers  Magazines And Other Periodicals  Books And Brochures  Music And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses Cheques And Other Security Papers  Diaries  Calendars  Business Forms And Other Commercial Printed Matter  Personal Stationery And Other Printed Matter By Letterpress Offset  Photogravure  Flexographic And Other Printing Presses  Duplication Machines Computer Printers  Embossers Etc.  Including Quick Printing,788615746,richardmichel.nsi@gmail.com
IMPRIMERIE AZ MEDIA PLUS LTD,NYARUGENGE,Printing Of Newspapers  Magazines And Other Periodicals  Books And Brochures  Music And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses Cheques And Other Security Papers  Diaries  Calendars  Business Forms And Other Commercial Printed Matter  Personal Stationery And Other Printed Matter By Letterpress Offset  Photogravure  Flexographic And Other Printing Presses  Duplication Machines Computer Printers  Embossers Etc.  Including Quick Printing,788306003,az.mediaplus@yahoo.fr
SELECT KALAOS Ltd,KICUKIRO,Printing Of Newspapers  Magazines And Other Periodicals  Books And Brochures  Music And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses Cheques And Other Security Papers  Diaries  Calendars  Business Forms And Other Commercial Printed Matter  Personal Stationery And Other Printed Matter By Letterpress Offset  Photogravure  Flexographic And Other Printing Presses  Duplication Machines Computer Printers  Embossers Etc.  Including Quick Printing,788300890,theo@kalaosmedia.com
RWANDA PRINTERY COMPANY Ltd,GASABO,Printing Of Newspapers  Magazines And Other Periodicals  Books And Brochures  Music And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses And Music Manuscripts  Maps  Atlases  Posters  Advertising Catalogues  Prospectuses Cheques And Other Security Papers  Diaries  Calendars  Business Forms And Other Commercial Printed Matter  Personal Stationery And Other Printed Matter By Letterpress Offset  Photogravure  Flexographic And Other Printing Presses  Duplication Machines Computer Printers  Embossers Etc.  Including Quick Printing,788301759,ruhindapius@yahoo.com
KIGALI STEEL AND ALUMINIUM WORKS (KSAW LTD),KICUKIRO,Production Of Aluminium From Alumina,788413384,ksaw44@yahoo.com
"KIVU ARABICA COFFEE COMPANY ""K.C.C"" LTD",RUSIZI,Production Of Coffee Products,788304467,kivucoffee@gmail.com
BUFCOFFEE LTD,NYAMAGABE,Production Of Coffee Products,788554192,francois@bufcoffee.com
SOCIETE RWANDAISE DE TRAITEMENT DE TOMATES  (SORWATOM) Ltd,GASABO,Production Of Concentrates From Fresh Fruits And Vegetables,787160000,info@sorwatom.com
RWANDA ENERGY COMPANY Ltd,GASABO,Production of crude gaseous hydrocarbon (natural gas),788303959,rig@rig.co.rw
EAST AFRICAN PROMOTERS E A P LTD,KICUKIRO,Production Of Live Theatrical Presentations  Concerts And Opera Or Dance Productions And Other Stage Productions,788304393,laprwanda@gmail.com
NFT CONSULT  LTD,GASABO,Provision Of Advice  Guidance And Operational Assistance To Businesses And Other Organizations On Management Issues ,785119453,henry.musoke@nftconsult.com
Q SOURCING RWANDA,GASABO,Provision Of Advice  Guidance And Operational Assistance To Businesses And Other Organizations On Management Issues ,783025030,steven@qsourcing.com
PKF CONSULTING Limited,GASABO,Provision Of Advice  Guidance And Operational Assistance To Businesses And Other Organizations On Management Issues ,788454746,amukwaya@rw.pkfea.com
CENTRE FOR ECONOMIC AND SOCIAL STUDY CESS LTD,GASABO,Provision Of Advice  Guidance And Operational Assistance To Businesses And Other Organizations On Management Issues ,788500112,cess.sarl@gmail.com
M.K CONSULT Ltd,NYARUGENGE,Provision Of Advice  Guidance And Operational Assistance To Businesses And Other Organizations On Management Issues ,788300344,info@mkconsultrw.com
SAHAM ASSURANCE RWANDA Ltd,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),788476335,fndatsinze@soras.co.rw
MUA INSURANCE (RWANDA) Ltd,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),788307762,inforw@phoenix-assurance.com
SONARWA GENERAL INSURANCE COMPANY Ltd,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),788308404,sonarwa@1.com
UAP INSURANCE RWANDA Limited,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),252500905,uapinsurancerw@uap-group.com
RADIANT INSURANCE COMPANY Ltd,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),788300115,radiant@yahoo.fr
BRITAM INSURANCE COMPANY RWANDA Ltd,NYARUGENGE,Provision Of Insurance Services Other Than Life Insurance (Including Accident and Fire  Health  Travel  Property  Motor  Marine  Aviation  Transport  pecuniary loss and Liability Insurance),788302378,rwanda@britam.com
BROADBAND SYSTEMS CORPORATION PLC ,GASABO,Provision Of Internet Access By The Operator Of The Wired Infrastructure,788312987,info@bsc.rw
KT RWANDA NETWORKS Ltd,GASABO,Provision Of Internet Access By The Operator Of The Wired Infrastructure,729200100,info@orn.rw
LIQUID TELECOMMUNICATIONS RWANDA LIMITED,NYARUGENGE,Provision Of Internet Access By The Operator Of The Wireless Infrastructure,788312813,info@altechstream.rw
4G NET WORKS RWANDA LTD,GASABO,Provision Of Internet Access By The Operator Of The Wireless Infrastructure,788352522,rbalenzi@trustchambers.com
ISPA Ltd,GASABO,Provision Of Internet Access Over Networks Between The Client And The ISP Not Owned Or Controlled By The ISP  Such as Dial Up Internet Access,788303181,yvonkan@gmail.com
HUAWEI TECHNOLOGIES (RWANDA) Ltd,GASABO,Provision Of Telecommunications Services Over Existing Telecom Connections,785473956,nilong@huawei.com
RWANDA TOWERS LIMITED,NYARUGENGE,Provision Of Telecommunications Services Over Existing Telecom Connections,788316394,info.rwanda@ihstowers.com
REIME RWANDA LIMITED,GASABO,Provision Of Telecommunications Services Over Existing Telecom Connections,732336889,ramesha.raju@reimenis.com
IHS RWANDA Ltd,GASABO,Provision Of Telecommunications Services Over Existing Telecom Connections,788316394,info@ihstowers.com
NOKIA SOLUTIONS AND NETWORKS BRANCH OPERATIONS OY-RWANDA,NYARUGENGE,Provision Of Telecommunications Services Over Existing Telecom Connections,788337777,besweri.gusango@nokia.com
PROJ TELECOMS LTD,GASABO,Provision Of Telecommunications Services Over Existing Telecom Connections,788309381,kellyuk17@yahoo.fr
AIRTEL RWANDA Limited,GASABO,Provision Of Telephone And Internet Access In Facilities Open To The Public,736001000,customer.care@rw.airtel.com
MINICOM,GASABO,Public Administration And Regulation  Including Subsidy Allocation  For Different Economic Sectors: (Agriculture  Land Use  Energy And Mining Resources  Infrastructure Energy And Mining Resources  Transport  Communication  Hotels And Tourism  Wholesale And Retail Trade),788513026,laurienhageni@gmail.com
THE NEW TIMES PUBLICATIONS Ltd,GASABO,Publishing Of Newspapers  Including Advertising Newspapers,255104098,md@newtimes.co.rw
RWANDA PRINTING AND PUBLISHING COMPANY Ltd,KICUKIRO,Publishing Of Newspapers  Including Advertising Newspapers,784721444,vijay@rppc.co.rw
ERICSSON AB,GASABO,Purchasing Access And Network Capacity From Owners And Operators Of Networks And Providing Wireless Telecommunications Services,788528932,paulraine@ericsson.com
PERGAMON GROUP,GASABO,Purchasing Access And Network Capacity From Owners And Operators Of Networks And Providing Wireless Telecommunications Services,784462981,esther@pergamongroup.com
AIRMAC (R) LIMITED,GASABO,Purification Of Water For Water Supply Purposes,788476263,julian@yahoo.fr
3 RAG COMPANY Ltd,NYARUGENGE,Renting And Operational Leasing  Without Operator  Of Other Machinery And Equipment That Are Generally Used As Capital Goods By Industries,788300052,alaingak@gmail.com
LIMOZ RWANDA Ltd,GASABO,Renting And Operational Leasing Of Passenger Cars (Without Drivers),788307754,info@gorilland.com
HEMA Ltd,GASABO,Renting Of Leisure And Pleasure Equipment As An Integral Part Of Recreational Facilities,788305787,byusam@gmail.com
EUROCORP,KICUKIRO,Renting Of Trucks With Driver,788300619,eurocorp.rw@gmail.com
ITEX SA,NYARUGENGE,Renting Of Trucks With Driver,788303284,itex2020@yahoo.fr
SYBYL Ltd,GASABO,Repair And Maintenance Of Computers  (Desk Tops  Laptops  Servers  Printers  Etc),788306323,ranjit.sudhakaran@sybyl.com
COMPUTER INFORMATION SYSTEMS (CIS)RWANDA LTD,GASABO,Repair And Maintenance Of Computers  (Desk Tops  Laptops  Servers  Printers  Etc),788554939,robert.makuta@cis-ea.com
CENTRAL ELECTRICALS INTERNATIONAL LTD,NYARUGENGE,Repair And Maintenance Of Currentcarrying Wiring Devices And Non Currentcarrying Wiring Devices For Wiring Electrical Circuits,788303747,njagi@centralelectricals.com
LATERITE Ltd,GASABO,Research And Development On Social Sciences,788776364,omuhire@laterite.com
BETHANY INVESTMENT GROUP LTD,NYARUGENGE,Resort Hotels,788306517,bigltd@hotmail.com
SOLELUNA LTD,GASABO,Restaurants,788502116,soleluna.rw@libero.it
SIMBA SUPERMARKET Ltd,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788307200,dave_asmara@yahoo.com
NAKUMATT RWANDA LIMITED,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788308056,nakumattrwanda@nakumatt.net
FENLY Ltd,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,784793333,everlastinggrouprwanda@gmail.com
ROBA GENERAL MERCHANTS Ltd,RUSIZI,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788304588,bafarobert4@gmail.com
SOCIETE DES MILLE COLLINES SMC LTD,KICUKIRO,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788463055,infodelistore@gmail.com
SOCOBA LTD,GASABO,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788302644,ruvugiroj@gamil.com
FLEMINGO INTERNATIONAL RWANDA LTD,KICUKIRO,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788388889,swambugu@flemingo-intl.com
NEW FOODS SHOP Ltd,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788360022,newfoodshopltd@gmail.com
DUKA LA BEI YA LEJALEJA LTD,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,784583070,pkwilingira@yahoo.com
HONESTY BUSINESS LTD,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,785247102,44755755@gmail.com
KIME LTD,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788304766,isakap2010@gmail.com
ENTREPRISE RS,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,785782414,samrugamba2000@gmail.com
EASTGATE Ltd,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788307898,desirekibizi@yahoo.fr
SAWA CITI LTD,NYARUGENGE,Retail Sale Of A Large Variety Of Goods Of Which  However  Food Products  Beverages Or Tobacco Should Be Predominants,788301729,info@sawaciti.com
EXPORT TRADING COMPANY LTD Ltd,GASABO,Retail Sale Of A Large Variety Of Goods Of Which Food Products  Beverages Or Tobacco Are Not Predominant,785712598,info.rwanda@etgworld.com
SODIRWA Ltd,KICUKIRO,Retail Sale Of A Large Variety Of Goods Of Which Food Products  Beverages Or Tobacco Are Not Predominant,788304744,consonz@yahoo.com
CITY COM  LTD,GASABO,Retail Sale of Airtime,788322219,uwerawinnie6@gmail.com
NSANGI GROUP Ltd,NYARUGENGE,Retail Sale Of Any The Following Types Of Good: Fresh Or Preserved Fruit And Vegetables  Dairy Products And Eggs  Meat And Meat Products (Including Poultry)  Fish  Other Seafood And Products Thereof  Bakery Products  Sugar Confectionery  And Other Food Products,788746098,janvier201295@yahoo.com
JAJA DON'T CRY COMPANY Ltd,NYARUGENGE,Retail Sale Of Any The Following Types Of Good: Fresh Or Preserved Fruit And Vegetables  Dairy Products And Eggs  Meat And Meat Products (Including Poultry)  Fish  Other Seafood And Products Thereof  Bakery Products  Sugar Confectionery  And Other Food Products,788617828,aftercare2050@gmail.com
DEACONS RWANDA LTD,GASABO,Retail Sale Of Articles Of Clothing,784978183,countrymgrrwa@deacons.co.ke
DUHOZANYE LTD,GISAGARA,Retail Sale Of Beverages (Not For Consumption On The Premises): Alcoholic Beverages  And Nonalcoholic Beverages,788519171,duhozanyeltd@gmail.com
B&C GENERAL SUPPLY Ltd,KAYONZA,Retail Sale Of Beverages In Specialized Stores,788564323,budeyi123@gmail.com
LIBRAIRIE CARITAS LTD,NYARUGENGE,Retail Sale Of Books Of All Kinds,782494490,librairiecaritas1@gmail.com
COMPUTER BYTE LTD,GASABO,Retail Sale Of Computer Peripheral Equipment,788793000,kassinmnt@bytes.co.rw
COMPUTECH Limited,GASABO,Retail Sale Of Computer Peripheral Equipment,784535816,georgek@computechlimited.com
DATA TRONICS LTD,NYARUGENGE,Retail Sale Of Computer Peripheral Equipment,788303901,m.dydow@yahoo.fr
TOUCH MEDIA DESIGN LTD,NYARUGENGE,Retail Sale Of Computer Peripheral Equipment,788389200,mario@touchmediadesign.info
M/S COMPUTER WHOLESALE & ACCESSORIES LTD,NYARUGENGE,Retail Sale Of Computer Peripheral Equipment,788387861,accounts@mscomputersrwanda.com
CHAMPIONS TECHNOLOGIES LTD,NYARUGENGE,Retail Sale Of Computers,782793300,champions_technologies@yahoo.com
SOCIT LTD,KICUKIRO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788300586,socits@yahoo.com
GEMECA PETROLEUM,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788300103,gemecapetroleum@yahoo.fr
"SOCIETE PETROLIERE DE YAOUNDE""SOPEYA""LTD",KIREHE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788307337,info@mercantorassistance.rw
ROCK SERVICE STATION LTD,GASABO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788428910,gasjac@yahoo.fr
PETROSERVE LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788301287,ptserve@gmail.com
IKWIM PETROLGATE LTD,GASABO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788452181,ikwim.Petrolgate@gmail.com
SOCIETE PETROLIERE AVIATION (SP AVIATION) Ltd,KICUKIRO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788306233,info@sp.rbo.rw
